scenario,method,n_train,eta,delta,lambda,true_value,true_regret,q05_value,cvar10_value,emp_nominal_value,emp_robust_value,emp_true_value,gamma_u,match_rate,selected_u_raw,hotspot_treat1_rate,lcb,coverage,gap,epsilon,kl_to_prior,rep_seed,replication
S0,pac_robust_gibbs,200,3.0,0.2,nan,0.5255965156298905,-3.934485826451173e-05,0.25245989802641383,0.2435366555109825,0.7267448264056426,0.7267448264056426,0.7267448264056426,0.0,0.6949999999911259,0.0,0.19013320061158737,-0.03492429827663901,1.0,0.5605208139065295,0.5,1.8912994922503399,2811363264,2
S0,pac_robust_gibbs,200,3.0,0.1,nan,0.5255965156298905,-3.934485826451173e-05,0.25245989802641383,0.2435366555109825,0.7267448264056426,0.7267448264056426,0.7267448264056426,0.0,0.6949999999911259,0.0,0.19013320061158737,-0.03723478887850551,1.0,0.562831304508396,0.5,1.8912994922503399,2811363264,2
S0,pac_robust_gibbs,200,3.0,0.05,nan,0.5255965156298905,-3.934485826451173e-05,0.25245989802641383,0.2435366555109825,0.7267448264056426,0.7267448264056426,0.7267448264056426,0.0,0.6949999999911259,0.0,0.19013320061158737,-0.03954527948037201,1.0,0.5651417951102625,0.5,1.8912994922503399,2811363264,2
S0,owl_standard,200,nan,nan,0.001,0.545705756719868,-0.0023475174475612315,0.3071909232940564,0.29265305451497636,0.6369158160681077,0.6369158160681077,0.6369158160681077,0.0,0.605,0.0,0.1945,nan,nan,nan,0.5,,1884968544,3
S0,owl_clipped,200,nan,nan,0.001,0.545705756719868,-0.0023475174475612315,0.3071909232940564,0.29265305451497636,0.6369158160681077,0.6369158160681077,0.6369158160681077,0.0,0.605,0.0,0.1945,nan,nan,nan,0.5,,1884968544,3
S0,owl_robust_map,200,nan,nan,1.0,0.5326023959461721,0.010755843326134662,0.27548052206398094,0.26339821686803333,0.6355902162131053,0.6355902162131053,0.6355902162131053,0.0,0.615,0.0,0.2008,nan,nan,nan,0.5,,1884968544,3
S0,oracle_true_owl,200,nan,nan,0.1,0.5433582392723068,0.0,0.30089451598075684,0.2864516307454286,0.64877244536031,0.64877244536031,0.64877244536031,0.0,0.625,0.0,0.19515,nan,nan,nan,0.5,,1884968544,3
S0,pac_nominal_gibbs,200,0.3,nan,nan,0.5340046740830202,0.009353565189286539,0.35056301747095425,0.33715293428948917,0.6202629283160701,0.6202629283160701,0.6202629283160701,0.0,0.5989867932759237,0.0,0.2092967013634186,nan,nan,nan,0.5,0.6983365324879296,1884968544,3
S0,pac_robust_gibbs,200,0.3,0.2,nan,0.5340046740830202,0.009353565189286539,0.35056301747095425,0.33715293428948917,0.6202629283160701,0.6202629283160701,0.6202629283160701,0.0,0.5989867932759237,0.0,0.2092967013634186,0.468337113485336,1.0,0.0656675605976842,0.5,0.6983365324879296,1884968544,3
S0,pac_robust_gibbs,200,0.3,0.1,nan,0.5340046740830202,0.009353565189286539,0.35056301747095425,0.33715293428948917,0.6202629283160701,0.6202629283160701,0.6202629283160701,0.0,0.5989867932759237,0.0,0.2092967013634186,0.44523220746667114,1.0,0.08877246661634908,0.5,0.6983365324879296,1884968544,3
S0,pac_robust_gibbs,200,0.3,0.05,nan,0.5340046740830202,0.009353565189286539,0.35056301747095425,0.33715293428948917,0.6202629283160701,0.6202629283160701,0.6202629283160701,0.0,0.5989867932759237,0.0,0.2092967013634186,0.4221273014480063,1.0,0.1118773726350139,0.5,0.6983365324879296,1884968544,3
S0,pac_nominal_gibbs,200,1.0,nan,nan,0.5406210866520778,0.0027371526202289997,0.34180120748118475,0.32604134667209955,0.6374913714719077,0.6374913714719077,0.6374913714719077,0.0,0.6098940838241389,0.0,0.19885708114022083,nan,nan,nan,0.5,1.5823297253477808,1884968544,3
S0,pac_robust_gibbs,200,1.0,0.2,nan,0.5406210866520778,0.0027371526202289997,0.34180120748118475,0.32604134667209955,0.6374913714719077,0.6374913714719077,0.6374913714719077,0.0,0.6098940838241389,0.0,0.19885708114022083,0.35557369509408887,1.0,0.18504739155798888,0.5,1.5823297253477808,1884968544,3
S0,pac_robust_gibbs,200,1.0,0.1,nan,0.5406210866520778,0.0027371526202289997,0.34180120748118475,0.32604134667209955,0.6374913714719077,0.6374913714719077,0.6374913714719077,0.0,0.6098940838241389,0.0,0.19885708114022083,0.34864222328848943,1.0,0.19197886336358833,0.5,1.5823297253477808,1884968544,3
S0,pac_robust_gibbs,200,1.0,0.05,nan,0.5406210866520778,0.0027371526202289997,0.34180120748118475,0.32604134667209955,0.6374913714719077,0.6374913714719077,0.6374913714719077,0.0,0.6098940838241389,0.0,0.19885708114022083,0.34171075148289,1.0,0.19891033516918777,0.5,1.5823297253477808,1884968544,3
S0,pac_nominal_gibbs,200,3.0,nan,nan,0.544213417595925,-0.0008551783236182553,0.32385133005342553,0.31082928184433595,0.6445951613905104,0.6445951613905104,0.6445951613905104,0.0,0.613352375825456,0.0,0.1943383390407017,nan,nan,nan,0.5,2.902830621406112,1884968544,3
S0,pac_robust_gibbs,200,3.0,0.2,nan,0.544213417595925,-0.0008551783236182553,0.32385133005342553,0.31082928184433595,0.6445951613905104,0.6445951613905104,0.6445951613905104,0.0,0.613352375825456,0.0,0.1943383390407017,-0.1204457337222904,1.0,0.6646591513182154,0.5,2.902830621406112,1884968544,3
S0,pac_robust_gibbs,200,3.0,0.1,nan,0.544213417595925,-0.0008551783236182553,0.32385133005342553,0.31082928184433595,0.6445951613905104,0.6445951613905104,0.6445951613905104,0.0,0.613352375825456,0.0,0.1943383390407017,-0.12275622432415689,1.0,0.6669696419200819,0.5,2.902830621406112,1884968544,3
S0,pac_robust_gibbs,200,3.0,0.05,nan,0.544213417595925,-0.0008551783236182553,0.32385133005342553,0.31082928184433595,0.6445951613905104,0.6445951613905104,0.6445951613905104,0.0,0.613352375825456,0.0,0.1943383390407017,-0.1250667149260234,1.0,0.6692801325219484,0.5,2.902830621406112,1884968544,3
