scenario,n_train,eta,delta,n_rep,coverage_mean,coverage_std,emp_robust_value_mean,emp_robust_value_std,gap_mean,gap_std,lcb_mean,lcb_std,true_value_mean,true_value_std
S0,200,0.3,0.2,25,0.96,0.2,0.6407513493745707,0.03656091875712257,0.0603188797994498,0.02792859287082604,0.4766388427909074,0.030715963028483485,0.536957722590357,0.0111054645833223
S0,200,0.3,0.1,25,1.0,0.0,0.6407513493745707,0.03656091875712257,0.08342378581811465,0.02792859287082603,0.4535339367722425,0.03071596302848348,0.536957722590357,0.0111054645833223
S0,200,0.3,0.05,25,1.0,0.0,0.6407513493745707,0.03656091875712257,0.10652869183677949,0.02792859287082603,0.4304290307535777,0.03071596302848348,0.536957722590357,0.0111054645833223
S0,200,1.0,0.2,25,1.0,0.0,0.6619986980023733,0.034547562428089436,0.16805204292673642,0.03161853564795608,0.37510340638899714,0.03376728219094223,0.5431554493157337,0.01247620574439421
S0,200,1.0,0.1,25,1.0,0.0,0.6619986980023733,0.034547562428089436,0.17498351473233587,0.03161853564795608,0.36817193458339775,0.03376728219094223,0.5431554493157337,0.01247620574439421
S0,200,1.0,0.05,25,1.0,0.0,0.6619986980023733,0.034547562428089436,0.18191498653793534,0.03161853564795609,0.3612404627777983,0.03376728219094224,0.5431554493157337,0.01247620574439421
S0,200,3.0,0.2,25,1.0,0.0,0.664861047640613,0.03418034763136374,0.6429686281285742,0.03156427251351151,-0.09894724946891893,0.03406501650622971,0.5440213786596553,0.012891980132839936
S0,200,3.0,0.1,25,1.0,0.0,0.664861047640613,0.03418034763136374,0.6452791187304406,0.0315642725135115,-0.1012577400707854,0.03406501650622971,0.5440213786596553,0.012891980132839936
S0,200,3.0,0.05,25,1.0,0.0,0.664861047640613,0.03418034763136374,0.6475896093323071,0.0315642725135115,-0.10356823067265192,0.03406501650622971,0.5440213786596553,0.012891980132839936
S0,500,0.3,0.2,25,1.0,0.0,0.6174388781690258,0.027480520529199543,0.06399627437106867,0.022498865365399853,0.4992253512238326,0.02510025853367342,0.5632216255949012,0.00943475741252963
S0,500,0.3,0.1,25,1.0,0.0,0.6174388781690258,0.027480520529199543,0.07323823677853461,0.022498865365399856,0.48998338881636655,0.02510025853367342,0.5632216255949012,0.00943475741252963
S0,500,0.3,0.05,25,1.0,0.0,0.6174388781690258,0.027480520529199543,0.08248019918600054,0.02249886536539986,0.4807414264089007,0.02510025853367342,0.5632216255949012,0.00943475741252963
S0,500,1.0,0.2,25,1.0,0.0,0.6212124032790212,0.026721960362219098,0.20948320025707134,0.025175775229910567,0.3564762566313812,0.02633154441263625,0.5659594568884525,0.00958259261967813
S0,500,1.0,0.1,25,1.0,0.0,0.6212124032790212,0.026721960362219098,0.21225578897931108,0.025175775229910567,0.3537036679091415,0.02633154441263625,0.5659594568884525,0.00958259261967813
S0,500,1.0,0.05,25,1.0,0.0,0.6212124032790212,0.026721960362219098,0.21502837770155087,0.02517577522991057,0.35093107918690164,0.026331544412636257,0.5659594568884525,0.00958259261967813
S0,500,3.0,0.2,25,1.0,0.0,0.6219275623986185,0.02659440261838831,0.6997306836821007,0.02546423949709954,-0.13336350857859613,0.02652788116388475,0.5663671751035045,0.009439577822050167
S0,500,3.0,0.1,25,1.0,0.0,0.6219275623986185,0.02659440261838831,0.7006548799228473,0.025464239497099545,-0.13428770481934274,0.026527881163884756,0.5663671751035045,0.009439577822050167
S0,500,3.0,0.05,25,1.0,0.0,0.6219275623986185,0.02659440261838831,0.7015790761635937,0.02546423949709956,-0.13521190106008935,0.026527881163884773,0.5663671751035045,0.009439577822050167
S2,200,0.3,0.2,25,1.0,0.0,0.6098287611180525,0.05242487454546098,0.25237313917203774,0.04104295885835827,0.2635498841459406,0.04771931079493766,0.5159230233179785,0.01104483031205444
S2,200,0.3,0.1,25,1.0,0.0,0.6098287611180525,0.05242487454546098,0.3101354042186999,0.041042958858358264,0.20578761909927845,0.04771931079493765,0.5159230233179785,0.01104483031205444
S2,200,0.3,0.05,25,1.0,0.0,0.6098287611180525,0.05242487454546098,0.36789766926536194,0.04104295885835827,0.14802535405261635,0.047719310794937665,0.5159230233179785,0.01104483031205444
S2,200,1.0,0.2,25,1.0,0.0,0.6547992611330434,0.057492945799517026,0.5662268385645127,0.0467569139371919,-0.04362554069695935,0.05364994554992732,0.5226012978675533,0.014514907174675526
S2,200,1.0,0.1,25,1.0,0.0,0.6547992611330434,0.057492945799517026,0.5835555180785112,0.04675691393719187,-0.06095422021095799,0.05364994554992729,0.5226012978675533,0.014514907174675526
S2,200,1.0,0.05,25,1.0,0.0,0.6547992611330434,0.057492945799517026,0.60088419759251,0.04675691393719191,-0.07828289972495663,0.05364994554992732,0.5226012978675533,0.014514907174675526
S2,200,3.0,0.2,25,1.0,0.0,0.6724100525083394,0.05547638922355457,1.7633087579685516,0.048599988792854196,-1.236353479998994,0.05528512688286906,0.5269552779695577,0.017382561850806836
S2,200,3.0,0.1,25,1.0,0.0,0.6724100525083394,0.05547638922355457,1.769084984473218,0.0485999887928542,-1.2421297065036603,0.0552851268828691,0.5269552779695577,0.017382561850806836
S2,200,3.0,0.05,25,1.0,0.0,0.6724100525083394,0.05547638922355457,1.7748612109778839,0.04859998879285416,-1.2479059330083264,0.055285126882869046,0.5269552779695577,0.017382561850806836
S2,500,0.3,0.2,25,1.0,0.0,0.5959777072914103,0.04114385618539411,0.20643384829028402,0.02623199376563496,0.3304926997414768,0.037566395441213186,0.5369265480317609,0.01375056483119405
S2,500,0.3,0.1,25,1.0,0.0,0.5959777072914103,0.04114385618539411,0.2295387543089489,0.02623199376563496,0.307387793722812,0.037566395441213186,0.5369265480317609,0.01375056483119405
S2,500,0.3,0.05,25,1.0,0.0,0.5959777072914103,0.04114385618539411,0.2526436603276137,0.02623199376563496,0.28428288770414717,0.037566395441213186,0.5369265480317609,0.01375056483119405
S2,500,1.0,0.2,25,1.0,0.0,0.6265158440389661,0.040226056998072676,0.5902288921036376,0.027788620614458446,-0.037370365171280534,0.03973534927374716,0.5528585269323569,0.01672953381812606
S2,500,1.0,0.1,25,1.0,0.0,0.6265158440389661,0.040226056998072676,0.597160363909237,0.027788620614458442,-0.04430183697687999,0.03973534927374715,0.5528585269323569,0.01672953381812606
S2,500,1.0,0.05,25,1.0,0.0,0.6265158440389661,0.040226056998072676,0.6040918357148364,0.02778862061445843,-0.05123330878247945,0.039735349273747146,0.5528585269323569,0.01672953381812606
S2,500,3.0,0.2,25,1.0,0.0,0.6297128108428628,0.039981749681334056,1.8170050328624199,0.027509606482309594,-1.2598103813654784,0.03988620701906058,0.5571946514969417,0.0163985823817763
S2,500,3.0,0.1,25,1.0,0.0,0.6297128108428628,0.039981749681334056,1.8193155234642864,0.02750960648230968,-1.2621208719673447,0.039886207019060614,0.5571946514969417,0.0163985823817763
S2,500,3.0,0.05,25,1.0,0.0,0.6297128108428628,0.039981749681334056,1.8216260140661529,0.027509606482309632,-1.2644313625692112,0.03988620701906062,0.5571946514969417,0.0163985823817763
S5,200,0.3,0.2,25,1.0,0.0,0.5729484412399831,0.06339758805103954,1.2341702951963291,0.05099507963788015,-0.7318397488683996,0.06008922159507448,0.5023305463279297,0.011272043624017968
S5,200,0.3,0.1,25,1.0,0.0,0.5729484412399831,0.06339758805103954,1.4652193553829775,0.05099507963788021,-0.9628888090550481,0.060089221595074536,0.5023305463279297,0.011272043624017968
S5,200,0.3,0.05,25,1.0,0.0,0.5729484412399831,0.06339758805103954,1.696268415569626,0.05099507963788016,-1.1939378692416964,0.060089221595074516,0.5023305463279297,0.011272043624017968
S5,200,1.0,0.2,25,1.0,0.0,0.606271888127273,0.07026557901913937,2.583669518829901,0.05401248175145336,-2.080092442922642,0.06488388692393951,0.503577075907259,0.013404407119895404
S5,200,1.0,0.1,25,1.0,0.0,0.606271888127273,0.07026557901913937,2.6529842368858954,0.05401248175145327,-2.1494071609786367,0.06488388692393941,0.503577075907259,0.013404407119895404
S5,200,1.0,0.05,25,1.0,0.0,0.606271888127273,0.07026557901913937,2.7222989549418894,0.054012481751453345,-2.218721879034631,0.06488388692393948,0.503577075907259,0.013404407119895404
S5,200,3.0,0.2,25,1.0,0.0,0.6500184310640376,0.07888834567189393,7.443774705751232,0.058313561682191255,-6.93895658344536,0.07181371002917065,0.5048181223058725,0.016954940551485376
S5,200,3.0,0.1,25,1.0,0.0,0.6500184310640376,0.07888834567189393,7.466879611769897,0.05831356168219128,-6.962061489464024,0.07181371002917063,0.5048181223058725,0.016954940551485376
S5,200,3.0,0.05,25,1.0,0.0,0.6500184310640376,0.07888834567189393,7.489984517788562,0.058313561682191414,-6.985166395482688,0.07181371002917075,0.5048181223058725,0.016954940551485376
S5,500,0.3,0.2,25,1.0,0.0,0.5659386774532024,0.05469968533302759,0.9276548435294104,0.042570657264242494,-0.41583301037486725,0.05104751489130351,0.511821833154543,0.010332668336987996
S5,500,0.3,0.1,25,1.0,0.0,0.5659386774532024,0.05469968533302759,1.0200744676040698,0.0425706572642425,-0.5082526344495267,0.05104751489130349,0.511821833154543,0.010332668336987996
S5,500,0.3,0.05,25,1.0,0.0,0.5659386774532024,0.05469968533302759,1.1124940916787291,0.04257065726424252,-0.600672258524186,0.05104751489130353,0.511821833154543,0.010332668336987996
S5,500,1.0,0.2,25,1.0,0.0,0.599233636182905,0.06316036922456665,2.508500947089088,0.04686866308923005,-1.9908889150507267,0.05706919338224476,0.5176120320383616,0.013645151372746552
S5,500,1.0,0.1,25,1.0,0.0,0.599233636182905,0.06316036922456665,2.536226834311486,0.04686866308922997,-2.0186148022731243,0.05706919338224467,0.5176120320383616,0.013645151372746552
S5,500,1.0,0.05,25,1.0,0.0,0.599233636182905,0.06316036922456665,2.563952721533884,0.04686866308923004,-2.046340689495522,0.05706919338224476,0.5176120320383616,0.013645151372746552
S5,500,3.0,0.2,25,1.0,0.0,0.6298681226551075,0.06137815957050277,7.441520390262693,0.05205626658247939,-6.917329716201421,0.06071248993094433,0.524190674061271,0.015982504900953536
S5,500,3.0,0.1,25,1.0,0.0,0.6298681226551075,0.06137815957050277,7.450762352670159,0.05205626658247943,-6.926571678608889,0.06071248993094439,0.524190674061271,0.015982504900953536
S5,500,3.0,0.05,25,1.0,0.0,0.6298681226551075,0.06137815957050277,7.460004315077625,0.05205626658247936,-6.935813641016353,0.06071248993094436,0.524190674061271,0.015982504900953536
S6_under,200,0.3,0.2,25,1.0,0.0,0.6612975612193924,0.04446815417734671,0.20263568399292253,0.03410012336669458,0.3129410695843459,0.0397406639413385,0.5155767535772684,0.00975215239427611
S6_under,200,0.3,0.1,25,1.0,0.0,0.6612975612193924,0.04446815417734671,0.26039794903958474,0.034100123366694574,0.2551788045376838,0.039740663941338496,0.5155767535772684,0.00975215239427611
S6_under,200,0.3,0.05,25,1.0,0.0,0.6612975612193924,0.04446815417734671,0.31816021408624673,0.034100123366694574,0.19741653949102164,0.039740663941338496,0.5155767535772684,0.00975215239427611
S6_under,200,1.0,0.2,25,1.0,0.0,0.7103127985707907,0.050090284379043566,0.5114402607490178,0.039816266147197986,0.009440336643766183,0.045924499563692954,0.5208805973927839,0.012445764002215576
S6_under,200,1.0,0.1,25,1.0,0.0,0.7103127985707907,0.050090284379043566,0.5287689402630165,0.03981626614719799,-0.007888342870232452,0.04592449956369296,0.5208805973927839,0.012445764002215576
S6_under,200,1.0,0.05,25,1.0,0.0,0.7103127985707907,0.050090284379043566,0.546097619777015,0.03981626614719801,-0.02521702238423107,0.04592449956369296,0.5208805973927839,0.012445764002215576
S6_under,200,3.0,0.2,25,1.0,0.0,0.7254114143039193,0.04802761080784938,1.7049165568124054,0.04186808900250915,-1.182797939842035,0.04768503635727869,0.5221186169703704,0.013422127598834236
S6_under,200,3.0,0.1,25,1.0,0.0,0.7254114143039193,0.04802761080784938,1.7106927833170718,0.041868089002509094,-1.188574166346701,0.047685036357278665,0.5221186169703704,0.013422127598834236
S6_under,200,3.0,0.05,25,1.0,0.0,0.7254114143039193,0.04802761080784938,1.7164690098217377,0.041868089002509136,-1.1943503928513675,0.04768503635727868,0.5221186169703704,0.013422127598834236
S6_under,500,0.3,0.2,25,1.0,0.0,0.6666954619591168,0.04007733229924093,0.1361215860029516,0.027598851470563235,0.3974840594773308,0.035157959061255545,0.5336056454802823,0.015567002351817322
S6_under,500,0.3,0.1,25,1.0,0.0,0.6666954619591168,0.04007733229924093,0.15922649202161643,0.027598851470563228,0.3743791534586659,0.03515795906125554,0.5336056454802823,0.015567002351817322
S6_under,500,0.3,0.05,25,1.0,0.0,0.6666954619591168,0.04007733229924093,0.1823313980402813,0.02759885147056323,0.3512742474400011,0.035157959061255545,0.5336056454802823,0.015567002351817322
S6_under,500,1.0,0.2,25,1.0,0.0,0.6910311266731836,0.03955385047182062,0.512929163848003,0.03294853807006264,0.029529165597633477,0.03851664338873788,0.5424583294456365,0.017514068379226123
S6_under,500,1.0,0.1,25,1.0,0.0,0.6910311266731836,0.03955385047182062,0.5198606356536025,0.032948538070062636,0.022597693792034024,0.03851664338873788,0.5424583294456365,0.017514068379226123
