scenario,n_train,eta,delta,n_rep,coverage_mean,coverage_std,emp_robust_value_mean,emp_robust_value_std,gap_mean,gap_std,lcb_mean,lcb_std,true_value_mean,true_value_std
S5,500,0.3,0.2,50,1.0,0.0,0.5634615864293844,0.04982770404782503,0.9236447321692204,0.040315416048105124,-0.41213862536756696,0.047462082321693466,0.5115061068016533,0.009155060921119734
S5,500,0.3,0.1,50,1.0,0.0,0.5634615864293844,0.04982770404782503,1.0160643562438798,0.04031541604810513,-0.5045582494422264,0.047462082321693466,0.5115061068016533,0.009155060921119734
S5,500,0.3,0.05,50,1.0,0.0,0.5634615864293844,0.04982770404782503,1.1084839803185391,0.04031541604810514,-0.5969778735168856,0.04746208232169347,0.5115061068016533,0.009155060921119734
S5,500,1.0,0.2,50,1.0,0.0,0.5953215637005892,0.0577904682790225,2.510120621481202,0.04258003370058614,-1.9925383597153723,0.052084376482891825,0.5175822617658299,0.012387328935540162
S5,500,1.0,0.1,50,1.0,0.0,0.5953215637005892,0.0577904682790225,2.5378465087036,0.04258003370058615,-2.0202642469377703,0.05208437648289183,0.5175822617658299,0.012387328935540162
S5,500,1.0,0.05,50,1.0,0.0,0.5953215637005892,0.0577904682790225,2.5655723959259977,0.042580033700586155,-2.0479901341601683,0.05208437648289185,0.5175822617658299,0.012387328935540162
S5,500,3.0,0.2,50,1.0,0.0,0.6364305770473458,0.062174240269943025,7.443240551048895,0.046274678534309416,-6.916736358548662,0.05813406079375106,0.5265041925002331,0.017999026134975064
S5,500,3.0,0.1,50,1.0,0.0,0.6364305770473458,0.062174240269943025,7.452482513456362,0.04627467853430937,-6.925978320956128,0.05813406079375101,0.5265041925002331,0.017999026134975064
S5,500,3.0,0.05,50,1.0,0.0,0.6364305770473458,0.062174240269943025,7.461724475863828,0.04627467853430943,-6.935220283363594,0.05813406079375109,0.5265041925002331,0.017999026134975064
S5,1000,0.3,0.2,50,1.0,0.0,0.5559892281987945,0.039761425491272304,0.8322594175152187,0.030682248183549164,-0.3129607959315133,0.0366278858460144,0.5192986215837057,0.0077878750738098294
S5,1000,0.3,0.1,50,1.0,0.0,0.5559892281987945,0.039761425491272304,0.8784692295525486,0.03068224818354917,-0.359170607968843,0.03662788584601441,0.5192986215837057,0.0077878750738098294
S5,1000,0.3,0.05,50,1.0,0.0,0.5559892281987945,0.039761425491272304,0.9246790415898782,0.03068224818354917,-0.40538042000617275,0.03662788584601442,0.5192986215837057,0.0077878750738098294
S5,1000,1.0,0.2,50,1.0,0.0,0.5938781287673253,0.047694071415712073,2.498899258579214,0.0352403303645982,-1.9653529250445632,0.042143363990641856,0.5335463335346506,0.011593807516806684
S5,1000,1.0,0.1,50,1.0,0.0,0.5938781287673253,0.047694071415712073,2.5127622021904132,0.03524033036459826,-1.9792158686557615,0.04214336399064192,0.5335463335346506,0.011593807516806684
S5,1000,1.0,0.05,50,1.0,0.0,0.5938781287673253,0.047694071415712073,2.526625145801612,0.03524033036459817,-1.993078812266961,0.04214336399064184,0.5335463335346506,0.011593807516806684
S5,1000,3.0,0.2,50,1.0,0.0,0.6181245287685764,0.04622175686225539,7.459912432407219,0.04225990727239221,-6.914156015913129,0.04536408151555779,0.5457564164940885,0.01605521815462082
S5,1000,3.0,0.1,50,1.0,0.0,0.6181245287685764,0.04622175686225539,7.464533413610951,0.04225990727239223,-6.918776997116862,0.04536408151555776,0.5457564164940885,0.01605521815462082
S5,1000,3.0,0.05,50,1.0,0.0,0.6181245287685764,0.04622175686225539,7.469154394814684,0.042259907272392254,-6.923397978320597,0.045364081515557854,0.5457564164940885,0.01605521815462082
S6_under,200,0.3,0.2,50,1.0,0.0,0.6609723089866892,0.05055040809281297,0.19729048259449097,0.04102240139556733,0.31733422871462774,0.046005541518181245,0.5146247113091187,0.009140000194375835
S6_under,200,0.3,0.1,50,1.0,0.0,0.6609723089866892,0.05055040809281297,0.25505274764115304,0.041022401395567315,0.25957196366796564,0.04600554151818124,0.5146247113091187,0.009140000194375835
S6_under,200,0.3,0.05,50,1.0,0.0,0.6609723089866892,0.05055040809281297,0.31281501268781514,0.041022401395567315,0.20180969862130355,0.04600554151818124,0.5146247113091187,0.009140000194375835
S6_under,200,1.0,0.2,50,1.0,0.0,0.7294583360316779,0.0625288688962054,0.5046655635034136,0.04824468023293341,0.016865432375618394,0.054446548728520026,0.5215309958790321,0.01349162949492821
S6_under,200,1.0,0.1,50,1.0,0.0,0.7294583360316779,0.0625288688962054,0.5219942430174122,0.04824468023293342,-0.00046324713838022944,0.05444654872852004,0.5215309958790321,0.01349162949492821
S6_under,200,1.0,0.05,50,1.0,0.0,0.7294583360316779,0.0625288688962054,0.5393229225314109,0.04824468023293343,-0.017791926652378852,0.05444654872852004,0.5215309958790321,0.01349162949492821
S6_under,200,3.0,0.2,50,1.0,0.0,0.7526112337870411,0.059639676006495855,1.6870854781526106,0.05296785682117537,-1.1630707374315847,0.05849104536617018,0.5240147407210258,0.015170847562305693
S6_under,200,3.0,0.1,50,1.0,0.0,0.7526112337870411,0.059639676006495855,1.6928617046572771,0.052967856821175385,-1.168846963936251,0.05849104536617021,0.5240147407210258,0.015170847562305693
S6_under,200,3.0,0.05,50,1.0,0.0,0.7526112337870411,0.059639676006495855,1.698637931161943,0.05296785682117539,-1.1746231904409172,0.05849104536617021,0.5240147407210258,0.015170847562305693
S6_under,500,0.3,0.2,50,1.0,0.0,0.6465983860853105,0.0396521498088101,0.14859678276985638,0.028199512516620284,0.3798032143119311,0.03435625760715305,0.5283999970817875,0.011146056073308883
S6_under,500,0.3,0.1,50,1.0,0.0,0.6465983860853105,0.0396521498088101,0.17170168878852124,0.028199512516620288,0.3566983082932664,0.03435625760715306,0.5283999970817875,0.011146056073308883
S6_under,500,0.3,0.05,50,1.0,0.0,0.6465983860853105,0.0396521498088101,0.19480659480718607,0.02819951251662028,0.3335934022746014,0.03435625760715305,0.5283999970817875,0.011146056073308883
S6_under,500,1.0,0.2,50,1.0,0.0,0.6858197154853773,0.04084793966062144,0.5230792284001408,0.03422595467604152,0.017186708654478754,0.03913719950141798,0.5402659370546194,0.013904410272412647
S6_under,500,1.0,0.1,50,1.0,0.0,0.6858197154853773,0.04084793966062144,0.5300107002057401,0.03422595467604152,0.010255236848879285,0.039137199501417974,0.5402659370546194,0.013904410272412647
S6_under,500,1.0,0.05,50,1.0,0.0,0.6858197154853773,0.04084793966062144,0.5369421720113396,0.034225954676041545,0.0033237650432798495,0.039137199501418,0.5402659370546194,0.013904410272412647
S6_under,500,3.0,0.2,50,1.0,0.0,0.6906743951861708,0.03901186000532658,1.7436075138088196,0.03587407286044208,-1.2013780804773868,0.039365394311078515,0.5422294333314329,0.01456931416280515
S6_under,500,3.0,0.1,50,1.0,0.0,0.6906743951861708,0.03901186000532658,1.7459180044106861,0.03587407286044209,-1.2036885710792533,0.03936539431107854,0.5422294333314329,0.01456931416280515
S6_under,500,3.0,0.05,50,1.0,0.0,0.6906743951861708,0.03901186000532658,1.7482284950125528,0.035874072860442086,-1.20599906168112,0.039365394311078536,0.5422294333314329,0.01456931416280515
S6_under,1000,0.3,0.2,50,1.0,0.0,0.640888058805013,0.031175998701663987,0.14048431468580178,0.01941419799430962,0.4006488905307529,0.02648542854253289,0.5411332052165546,0.011945949312795464
S6_under,1000,0.3,0.1,50,1.0,0.0,0.640888058805013,0.031175998701663987,0.15203676769513422,0.01941419799430962,0.3890964375214205,0.02648542854253289,0.5411332052165546,0.011945949312795464
S6_under,1000,0.3,0.05,50,1.0,0.0,0.640888058805013,0.031175998701663987,0.1635892207044666,0.019414197994309622,0.3775439845120881,0.026485428542532895,0.5411332052165546,0.011945949312795464
S6_under,1000,1.0,0.2,50,1.0,0.0,0.6602209461469368,0.028745320869635063,0.5441092004811188,0.025568200597163377,0.010507322199956115,0.028542113035027013,0.5546165226810749,0.01464648807053208
S6_under,1000,1.0,0.1,50,1.0,0.0,0.6602209461469368,0.028745320869635063,0.5475749363839185,0.02556820059716337,0.007041586297156377,0.028542113035027,0.5546165226810749,0.01464648807053208
S6_under,1000,1.0,0.05,50,1.0,0.0,0.6602209461469368,0.028745320869635063,0.5510406722867183,0.02556820059716337,0.0035758503943566834,0.02854211303502701,0.5546165226810749,0.01464648807053208
S6_under,1000,3.0,0.2,50,1.0,0.0,0.6614650973703082,0.028370374611523377,1.7785939127876116,0.025808964953818837,-1.2224037828626328,0.028480467560356486,0.5561901299249788,0.016210321058179152
S6_under,1000,3.0,0.1,50,1.0,0.0,0.6614650973703082,0.028370374611523377,1.779749158088545,0.02580896495381881,-1.223559028163566,0.028480467560356458,0.5561901299249788,0.016210321058179152
S6_under,1000,3.0,0.05,50,1.0,0.0,0.6614650973703082,0.028370374611523377,1.7809044033894779,0.025808964953818785,-1.2247142734644991,0.028480467560356475,0.5561901299249788,0.016210321058179152
S6_over,200,0.3,0.2,50,1.0,0.0,0.5406549620562447,0.04577068576947178,0.31611221321677907,0.03653445616915123,0.2019826217437469,0.04287598614924154,0.5180948349605259,0.00889094159895391
S6_over,200,0.3,0.1,50,1.0,0.0,0.5406549620562447,0.04577068576947178,0.37387447826344117,0.036534456169151235,0.14422035669708477,0.04287598614924155,0.5180948349605259,0.00889094159895391
S6_over,200,0.3,0.05,50,1.0,0.0,0.5406549620562447,0.04577068576947178,0.43163674331010327,0.036534456169151235,0.08645809165042266,0.04287598614924155,0.5180948349605259,0.00889094159895391
S6_over,200,1.0,0.2,50,1.0,0.0,0.5935644893521493,0.05446649745388694,0.6383314479881088,0.03927690407293444,-0.10916792898081752,0.048305083601374844,0.5291635190072913,0.014587050337604587
S6_over,200,1.0,0.1,50,1.0,0.0,0.5935644893521493,0.05446649745388694,0.6556601275021074,0.03927690407293444,-0.12649660849481617,0.04830508360137483,0.5291635190072913,0.014587050337604587
S6_over,200,1.0,0.05,50,1.0,0.0,0.5935644893521493,0.05446649745388694,0.6729888070161061,0.039276904072934424,-0.14382528800881483,0.048305083601374824,0.5291635190072913,0.014587050337604587
S6_over,200,3.0,0.2,50,1.0,0.0,0.6219783510954775,0.05369015967813038,1.8309844104153365,0.0432448213671905,-1.2935174113225854,0.052282641060009044,0.5374669990927515,0.01954783619670774
S6_over,200,3.0,0.1,50,1.0,0.0,0.6219783510954775,0.05369015967813038,1.836760636920003,0.0432448213671905,-1.2992936378272513,0.05228264106000904,0.5374669990927515,0.01954783619670774
S6_over,200,3.0,0.05,50,1.0,0.0,0.6219783510954775,0.05369015967813038,1.8425368634246688,0.043244821367190524,-1.3050698643319174,0.05228264106000908,0.5374669990927515,0.01954783619670774
S6_over,500,0.3,0.2,50,1.0,0.0,0.5439871865965292,0.03272447887466662,0.2598314352871099,0.022149563776418423,0.27696247724585205,0.028625546871933506,0.5367939125329619,0.010622671540701253
S6_over,500,0.3,0.1,50,1.0,0.0,0.5439871865965292,0.03272447887466662,0.2829363413057747,0.022149563776418423,0.25385757122718716,0.028625546871933506,0.5367939125329619,0.010622671540701253
S6_over,500,0.3,0.05,50,1.0,0.0,0.5439871865965292,0.03272447887466662,0.30604124732443955,0.022149563776418416,0.2307526652085223,0.0286255468719335,0.5367939125329619,0.010622671540701253
S6_over,500,1.0,0.2,50,1.0,0.0,0.5915691087915619,0.03596292350744558,0.6435330436166331,0.026248448153740157,-0.08169609204506234,0.033417487220405634,0.5618369515715707,0.015220027483393905
S6_over,500,1.0,0.1,50,1.0,0.0,0.5915691087915619,0.03596292350744558,0.6504645154222325,0.026248448153740157,-0.08862756385066177,0.033417487220405634,0.5618369515715707,0.015220027483393905
S6_over,500,1.0,0.05,50,1.0,0.0,0.5915691087915619,0.03596292350744558,0.657395987227832,0.026248448153740146,-0.09555903565626124,0.03341748722040563,0.5618369515715707,0.015220027483393905
S6_over,500,3.0,0.2,50,1.0,0.0,0.5957606257468165,0.03476016204464096,1.862236229880273,0.027664345042480765,-1.297295941739893,0.03442780604014979,0.56494028814038,0.01524960695298212
S6_over,500,3.0,0.1,50,1.0,0.0,0.5957606257468165,0.03476016204464096,1.8645467204821398,0.027664345042480776,-1.2996064323417595,0.03442780604014979,0.56494028814038,0.01524960695298212
S6_over,500,3.0,0.05,50,1.0,0.0,0.5957606257468165,0.03476016204464096,1.866857211084006,0.027664345042480776,-1.301916922943626,0.03442780604014979,0.56494028814038,0.01524960695298212
S6_over,1000,0.3,0.2,50,1.0,0.0,0.5635650145251443,0.03227690460170811,0.2581170756260287,0.021648875990014443,0.30935091460749403,0.026676278299122065,0.5674679902335228,0.01107657428278763
S6_over,1000,0.3,0.1,50,1.0,0.0,0.5635650145251443,0.03227690460170811,0.2696695286353612,0.021648875990014436,0.29779846159816153,0.026676278299122058,0.5674679902335228,0.01107657428278763
S6_over,1000,0.3,0.05,50,1.0,0.0,0.5635650145251443,0.03227690460170811,0.2812219816446936,0.021648875990014443,0.28624600858882915,0.02667627829912207,0.5674679902335228,0.01107657428278763
S6_over,1000,1.0,0.2,50,1.0,0.0,0.5812757145714255,0.029356553987748706,0.6521450298485028,0.026190475217433607,-0.07107683156996598,0.029036041084946344,0.5810681982785367,0.008912789402366542
S6_over,1000,1.0,0.1,50,1.0,0.0,0.5812757145714255,0.029356553987748706,0.6556107657513024,0.026190475217433614,-0.0745425674727657,0.029036041084946358,0.5810681982785367,0.008912789402366542
S6_over,1000,1.0,0.05,50,1.0,0.0,0.5812757145714255,0.029356553987748706,0.6590765016541021,0.02619047521743361,-0.07800830337556544,0.029036041084946344,0.5810681982785367,0.008912789402366542
S6_over,1000,3.0,0.2,50,1.0,0.0,0.5814568996982933,0.029248520539637567,1.8839698406208942,0.026560128046193093,-1.30274372197744,0.029187819183821365,0.5812261186434537,0.008910109551889067
S6_over,1000,3.0,0.1,50,1.0,0.0,0.5814568996982933,0.029248520539637567,1.885125085921827,0.026560128046193045,-1.3038989672783734,0.029187819183821333,0.5812261186434537,0.008910109551889067
S6_over,1000,3.0,0.05,50,1.0,0.0,0.5814568996982933,0.029248520539637567,1.88628033122276,0.02656012804619307,-1.3050542125793065,0.029187819183821354,0.5812261186434537,0.008910109551889067
S7,200,0.3,0.2,50,1.0,0.0,0.5676805617176585,0.041566857650579186,0.2871168806306873,0.03294560486460365,0.22876477930243336,0.03920521452219211,0.5158816599331206,0.009445111362975132
S7,200,0.3,0.1,50,1.0,0.0,0.5676805617176585,0.041566857650579186,0.34487914567734934,0.03294560486460364,0.17100251425577123,0.039205214522192104,0.5158816599331206,0.009445111362975132
S7,200,0.3,0.05,50,1.0,0.0,0.5676805617176585,0.041566857650579186,0.40264141072401144,0.03294560486460364,0.11324024920910913,0.039205214522192104,0.5158816599331206,0.009445111362975132
S7,200,1.0,0.2,50,1.0,0.0,0.6241880287408095,0.050557684054030216,0.6056460091989498,0.03607910296694938,-0.08090277563781888,0.044247351382088365,0.5247432335611311,0.015387086854319542
S7,200,1.0,0.1,50,1.0,0.0,0.6241880287408095,0.050557684054030216,0.6229746887129486,0.03607910296694937,-0.0982314551518175,0.04424735138208836,0.5247432335611311,0.015387086854319542
S7,200,1.0,0.05,50,1.0,0.0,0.6241880287408095,0.050557684054030216,0.6403033682269472,0.03607910296694936,-0.11556013466581612,0.044247351382088344,0.5247432335611311,0.015387086854319542
S7,200,3.0,0.2,50,1.0,0.0,0.6525472363579415,0.04891391618397546,1.7932182551584688,0.040312562441261746,-1.2635351098847323,0.04784239066933221,0.5296831452737367,0.01928373573077793
S7,200,3.0,0.1,50,1.0,0.0,0.6525472363579415,0.04891391618397546,1.7989944816631347,0.04031256244126174,-1.2693113363893982,0.04784239066933221,0.5296831452737367,0.01928373573077793
S7,200,3.0,0.05,50,1.0,0.0,0.6525472363579415,0.04891391618397546,1.8047707081678013,0.040312562441261766,-1.2750875628940648,0.047842390669332255,0.5296831452737367,0.01928373573077793
S7,500,0.3,0.2,50,1.0,0.0,0.5483231969954745,0.04060654200060503,0.2440552322378259,0.02751693945641938,0.2876338404218987,0.03597507892635668,0.5316890726597245,0.01144046732429828
S7,500,0.3,0.1,50,1.0,0.0,0.5483231969954745,0.04060654200060503,0.26716013825649076,0.027516939456419375,0.2645289344032339,0.03597507892635668,0.5316890726597245,0.01144046732429828
S7,500,0.3,0.05,50,1.0,0.0,0.5483231969954745,0.04060654200060503,0.2902650442751556,0.02751693945641938,0.24142402838456903,0.03597507892635668,0.5316890726597245,0.01144046732429828
S7,500,1.0,0.2,50,1.0,0.0,0.5903642088627694,0.041169131897801706,0.6334726654122593,0.03451688438185074,-0.07932561804053176,0.04019700157834981,0.5541470473717275,0.014419915328461111
S7,500,1.0,0.1,50,1.0,0.0,0.5903642088627694,0.041169131897801706,0.6404041372178588,0.034516884381850736,-0.08625708984613122,0.0401970015783498,0.5541470473717275,0.014419915328461111
S7,500,1.0,0.05,50,1.0,0.0,0.5903642088627694,0.041169131897801706,0.6473356090234581,0.03451688438185074,-0.09318856165173069,0.04019700157834981,0.5541470473717275,0.014419915328461111
S7,500,3.0,0.2,50,1.0,0.0,0.5962034702391518,0.03982011111999897,1.8550515068504796,0.03661634018681582,-1.296472518551459,0.040045165304250466,0.5585789882990201,0.015919888414326448
S7,500,3.0,0.1,50,1.0,0.0,0.5962034702391518,0.03982011111999897,1.8573619974523456,0.03661634018681579,-1.2987830091533257,0.040045165304250466,0.5585789882990201,0.015919888414326448
S7,500,3.0,0.05,50,1.0,0.0,0.5962034702391518,0.03982011111999897,1.8596724880542121,0.03661634018681583,-1.3010934997551922,0.04004516530425048,0.5585789882990201,0.015919888414326448
S7,1000,0.3,0.2,50,1.0,0.0,0.5499675544695869,0.03305372837745146,0.2471774461205366,0.01996915419876071,0.30672977928971995,0.02785377284555305,0.5539072254102565,0.012462392368350799
S7,1000,0.3,0.1,50,1.0,0.0,0.5499675544695869,0.03305372837745146,0.25872989912986905,0.01996915419876072,0.29517732628038756,0.027853772845553057,0.5539072254102565,0.012462392368350799
S7,1000,0.3,0.05,50,1.0,0.0,0.5499675544695869,0.03305372837745146,0.27028235213920143,0.01996915419876072,0.2836248732710551,0.027853772845553057,0.5539072254102565,0.012462392368350799
S7,1000,1.0,0.2,50,1.0,0.0,0.5722068055182775,0.03104726931713947,0.6532819197142335,0.025759984215245398,-0.0793036729436756,0.030596830935673173,0.573978246770558,0.011617516324144561
S7,1000,1.0,0.1,50,1.0,0.0,0.5722068055182775,0.03104726931713947,0.6567476556170335,0.025759984215245398,-0.08276940884647534,0.030596830935673176,0.573978246770558,0.011617516324144561
S7,1000,1.0,0.05,50,1.0,0.0,0.5722068055182775,0.03104726931713947,0.6602133915198329,0.025759984215245398,-0.08623514474927503,0.030596830935673176,0.573978246770558,0.011617516324144561
S7,1000,3.0,0.2,50,1.0,0.0,0.5726716313360048,0.030823830872470596,1.886110211278901,0.026499754225296848,-1.3113744043410487,0.030766327955171986,0.574735806937852,0.011415544603816453
S7,1000,3.0,0.1,50,1.0,0.0,0.5726716313360048,0.030823830872470596,1.887265456579834,0.02649975422529683,-1.3125296496419818,0.030766327955171993,0.574735806937852,0.011415544603816453
S7,1000,3.0,0.05,50,1.0,0.0,0.5726716313360048,0.030823830872470596,1.8884207018807673,0.026499754225296823,-1.3136848949429152,0.030766327955171972,0.574735806937852,0.011415544603816453
S8,200,0.3,0.2,50,1.0,0.0,0.584952719366459,0.056627525937942076,0.2628207739986598,0.04361231398882915,0.24346353297411816,0.05269502464521499,0.5062843069727778,0.012458535229307817
S8,200,0.3,0.1,50,1.0,0.0,0.584952719366459,0.056627525937942076,0.3205830390453219,0.043612313988829136,0.18570126792745603,0.05269502464521498,0.5062843069727778,0.012458535229307817
S8,200,0.3,0.05,50,1.0,0.0,0.584952719366459,0.056627525937942076,0.3783453040919839,0.04361231398882914,0.12793900288079396,0.05269502464521498,0.5062843069727778,0.012458535229307817
S8,200,1.0,0.2,50,1.0,0.0,0.6456107242138936,0.06370477583064385,0.5789293706228574,0.047438391677809506,-0.0620788308123362,0.058690064238171566,0.5168505398105213,0.017676791752995986
S8,200,1.0,0.1,50,1.0,0.0,0.6456107242138936,0.06370477583064385,0.5962580501368562,0.0474383916778095,-0.07940751032633482,0.05869006423817156,0.5168505398105213,0.017676791752995986
S8,200,1.0,0.05,50,1.0,0.0,0.6456107242138936,0.06370477583064385,0.6135867296508547,0.0474383916778095,-0.09673618984033347,0.05869006423817156,0.5168505398105213,0.017676791752995986
S8,200,3.0,0.2,50,1.0,0.0,0.6724843089357503,0.06093217025612883,1.766052325143609,0.04967702246617054,-1.2437996009704952,0.06055505295687239,0.5222527241731137,0.021047156395637426
S8,200,3.0,0.1,50,1.0,0.0,0.6724843089357503,0.06093217025612883,1.7718285516482752,0.049677022466170555,-1.2495758274751614,0.06055505295687242,0.5222527241731137,0.021047156395637426
S8,200,3.0,0.05,50,1.0,0.0,0.6724843089357503,0.06093217025612883,1.7776047781529416,0.04967702246617059,-1.2553520539798277,0.060555052956872454,0.5222527241731137,0.021047156395637426
S8,500,0.3,0.2,50,1.0,0.0,0.5745769406630937,0.035266232926094564,0.21335246935235364,0.0242950318922569,0.31022171354004907,0.031394126038703396,0.5235741828924028,0.009773199300152286
S8,500,0.3,0.1,50,1.0,0.0,0.5745769406630937,0.035266232926094564,0.2364573753710185,0.0242950318922569,0.2871168075213842,0.0313941260387034,0.5235741828924028,0.009773199300152286
S8,500,0.3,0.05,50,1.0,0.0,0.5745769406630937,0.035266232926094564,0.25956228138968335,0.0242950318922569,0.26401190150271936,0.031394126038703396,0.5235741828924028,0.009773199300152286
S8,500,1.0,0.2,50,1.0,0.0,0.6172842815717481,0.03667201240157162,0.5971323433403242,0.03049115179149599,-0.05303050321534908,0.03532596900596375,0.5441018401249751,0.013246494070539395
S8,500,1.0,0.1,50,1.0,0.0,0.6172842815717481,0.03667201240157162,0.6040638151459237,0.030491151791496002,-0.05996197502094854,0.03532596900596376,0.5441018401249751,0.013246494070539395
S8,500,1.0,0.05,50,1.0,0.0,0.6172842815717481,0.03667201240157162,0.610995286951523,0.03049115179149599,-0.06689344682654799,0.03532596900596374,0.5441018401249751,0.013246494070539395
S8,500,3.0,0.2,50,1.0,0.0,0.6223135859507721,0.035013770713656266,1.817378840626405,0.03096680760929886,-1.2702457124369706,0.0353606240346677,0.5471331281894346,0.014691493134857068
S8,500,3.0,0.1,50,1.0,0.0,0.6223135859507721,0.035013770713656266,1.8196893312282716,0.03096680760929885,-1.2725562030388373,0.03536062403466769,0.5471331281894346,0.014691493134857068
S8,500,3.0,0.05,50,1.0,0.0,0.6223135859507721,0.035013770713656266,1.8219998218301385,0.03096680760929884,-1.2748666936407038,0.035360624034667686,0.5471331281894346,0.014691493134857068
S8,1000,0.3,0.2,50,1.0,0.0,0.5750304714984694,0.02688474520881361,0.21235785709196844,0.01836283084465038,0.33118683666904114,0.02345029514518643,0.5435446937610096,0.009605474052333439
S8,1000,0.3,0.1,50,1.0,0.0,0.5750304714984694,0.02688474520881361,0.2239103101013009,0.018362830844650388,0.31963438365970864,0.023450295145186442,0.5435446937610096,0.009605474052333439
S8,1000,0.3,0.05,50,1.0,0.0,0.5750304714984694,0.02688474520881361,0.2354627631106333,0.01836283084465039,0.30808193065037626,0.023450295145186442,0.5435446937610096,0.009605474052333439
S8,1000,1.0,0.2,50,1.0,0.0,0.5960980261781447,0.02457281171931852,0.6162482802998818,0.022905937264436828,-0.05520670197628256,0.024553860137389794,0.5610415783235992,0.010129004134952668
S8,1000,1.0,0.1,50,1.0,0.0,0.5960980261781447,0.02457281171931852,0.6197140162026816,0.02290593726443683,-0.05867243787908228,0.024553860137389794,0.5610415783235992,0.010129004134952668
S8,1000,1.0,0.05,50,1.0,0.0,0.5960980261781447,0.02457281171931852,0.6231797521054814,0.02290593726443683,-0.06213817378188202,0.024553860137389798,0.5610415783235992,0.010129004134952668
S8,1000,3.0,0.2,50,1.0,0.0,0.5968150031792393,0.02447559045970357,1.8490327415271282,0.02317588932171096,-1.2872953722157308,0.024496518161240863,0.5617373693113974,0.010395669187909221
S8,1000,3.0,0.1,50,1.0,0.0,0.5968150031792393,0.02447559045970357,1.8501879868280617,0.02317588932171097,-1.2884506175166641,0.024496518161240877,0.5617373693113974,0.010395669187909221
S8,1000,3.0,0.05,50,1.0,0.0,0.5968150031792393,0.02447559045970357,1.8513432321289949,0.023175889321710934,-1.2896058628175973,0.024496518161240845,0.5617373693113974,0.010395669187909221
